    time   dayofyr   metabc(2)   strucc(2)    som1c(1)    som1c(2)    som2c(1)    som2c(2)      som3c
1873.08  40     33.3031    199.1398     27.5902     73.7509     37.2731   1129.7386   874.1692
1873.08  41     33.4858    199.2465     27.6059     73.7634     37.2818   1129.7406   874.1689
1873.08  42     33.6679    199.3536     27.6217     73.7761     37.2904   1129.7435   874.1687
1873.08  43     33.8493    199.4610     27.6376     73.7888     37.2990   1129.7465   874.1685
1873.08  44     34.0302    199.5686     27.6535     73.8018     37.3076   1129.7494   874.1682
1873.08  45     34.2105    199.6766     27.6695     73.8148     37.3161   1129.7523   874.1680
1873.08  46     34.3902    199.7849     27.6856     73.8280     37.3246   1129.7552   874.1677
1873.08  47     34.5695    199.8933     27.7017     73.8413     37.3331   1129.7582   874.1675
1873.08  48     34.7483    200.0019     27.7179     73.8547     37.3416   1129.7606   874.1672
1873.08  49     34.9266    200.1107     27.7341     73.8683     37.3501   1129.7631   874.1670
1873.08  50     35.1043    200.2198     27.7504     73.8821     37.3585   1129.7655   874.1667
1873.08  51     35.2815    200.3291     27.7668     73.8959     37.3670   1129.7679   874.1665
1873.08  52     35.4581    200.4388     27.7832     73.9098     37.3755   1129.7709   874.1663
1873.08  53     35.6343    200.5486     27.7997     73.9239     37.3839   1129.7738   874.1660
1873.08  54     35.8099    200.6586     27.8162     73.9380     37.3923   1129.7767   874.1658
1873.08  55     35.9851    200.7687     27.8328     73.9523     37.4007   1129.7797   874.1655
1873.08  56     36.1598    200.8790     27.8495     73.9668     37.4090   1129.7826   874.1653
1873.08  57     36.3340    200.9895     27.8662     73.9813     37.4174   1129.7855   874.1650
1873.08  58     36.5077    201.1002     27.8829     73.9960     37.4257   1129.7885   874.1648
1873.08  59     36.6810    201.2111     27.8997     74.0108     37.4340   1129.7909   874.1646
1873.08  60     36.8538    201.3222     27.9166     74.0258     37.4423   1129.7933   874.1643
1873.17  61     37.0230    201.4182     27.9324     74.0398     37.4501   1129.7953   874.1641
1873.17  62     37.1915    201.5146     27.9482     74.0540     37.4579   1129.7977   874.1638
1873.17  63     37.3594    201.6115     27.9641     74.0683     37.4656   1129.8002   874.1636
1873.17  64     37.5265    201.7089     27.9801     74.0827     37.4733   1129.8026   874.1633
1873.17  65     37.6930    201.8066     27.9961     74.0971     37.4810   1129.8051   874.1631
1873.17  66     37.8588    201.9047     28.0121     74.1117     37.4887   1129.8075   874.1628
1873.17  67     38.0240    202.0031     28.0281     74.1265     37.4964   1129.8099   874.1626
1873.17  68     38.1885    202.1020     28.0442     74.1412     37.5041   1129.8124   874.1624
1873.17  69     38.3525    202.2011     28.0604     74.1561     37.5118   1129.8148   874.1621
1873.17  70     38.5159    202.3006     28.0766     74.1711     37.5194   1129.8173   874.1619
1873.17  71     38.6786    202.4004     28.0928     74.1862     37.5271   1129.8197   874.1616
1873.17  72     38.8409    202.5006     28.1090     74.2014     37.5347   1129.8221   874.1614
1873.17  73     39.0026    202.6010     28.1253     74.2166     37.5423   1129.8246   874.1611
1873.17  74     39.1637    202.7017     28.1416     74.2320     37.5499   1129.8270   874.1609
1873.17  75     39.3245    202.8025     28.1580     74.2475     37.5575   1129.8295   874.1606
1873.17  76     39.4848    202.9034     28.1744     74.2631     37.5651   1129.8319   874.1604
1873.17  77     39.6443    203.0046     28.1912     74.2788     37.5728   1129.8344   874.1602
1873.17  78     39.8031    203.1060     28.2079     74.2946     37.5805   1129.8368   874.1599
1873.17  79     39.9611    203.2074     28.2248     74.3107     37.5882   1129.8392   874.1597
1873.17  80     40.1179    203.3089     28.2417     74.3270     37.5960   1129.8417   874.1594
1873.17  81     40.2736    203.4105     28.2587     74.3435     37.6037   1129.8446   874.1592
1873.17  82     40.4287    203.5124     28.2757     74.3601     37.6114   1129.8470   874.1589
1873.17  83     40.5830    203.6148     28.2928     74.3768     37.6191   1129.8495   874.1587
1873.17  84     40.7369    203.7173     28.3099     74.3936     37.6269   1129.8519   874.1584
1873.17  85     40.8902    203.8201     28.3270     74.4105     37.6346   1129.8544   874.1582
1873.17  86     41.0285    203.9194     28.3475     74.4307     37.6437   1129.8578   874.1580
1873.17  87     41.1554    204.0156     28.3704     74.4535     37.6540   1129.8617   874.1577
1873.17  88     41.2694    204.1083     28.3962     74.4793     37.6655   1129.8656   874.1577
1873.17  89     41.3698    204.1974     28.4250     74.5081     37.6784   1129.8700   874.1575
1873.17  90     41.4640    204.2846     28.4553     74.5384     37.6919   1129.8749   874.1572
1873.17  91     41.5428    204.3674     28.4889     74.5722     37.7070   1129.8793   874.1570
1873.25  92     41.6172    204.4413     28.5269     74.6105     37.7240   1129.8851   874.1567
1873.25  93     41.6816    204.5132     28.5670     74.6510     37.7419   1129.8910   874.1565
1873.25  94     41.7267    204.5779     28.6098     74.6944     37.7612   1129.8983   874.1563
1873.25  95     41.7599    204.6375     28.6541     74.7396     37.7811   1129.9052   874.1560
1873.25  96     41.7734    204.6893     28.7007     74.7876     37.8022   1129.9125   874.1555
1873.25  97     41.7893    204.7417     28.7461     74.8353     37.8228   1129.9188   874.1550
1873.25  98     41.7700    204.7803     28.7957     74.8883     37.8454   1129.9261   874.1545
1873.25  99     41.6993    204.8001     28.8529     74.9496     37.8716   1129.9344   874.1541
1873.25  100     41.6150    204.8142     28.9129     75.0129     37.8993   1129.9437   874.1533
1873.25  101     41.5572    204.8365     28.9686     75.0718     37.9251   1129.9520   874.1528
1873.25  102     41.5270    204.8678     29.0193     75.1260     37.9487   1129.9598   874.1523
1873.25  103     41.5102    204.9035     29.0676     75.1781     37.9714   1129.9672   874.1519
1873.25  104     41.5074    204.9437     29.1136     75.2280     37.9931   1129.9745   874.1514
1873.25  105     41.5183    204.9887      2.9156     75.2758      3.8013   1129.9818   874.8220
1873.25  106     41.4955    204.9950      2.9200     75.3314      3.8034   1129.9843   874.8215
1873.25  107     41.3069    204.9566      2.9264     75.4139      3.8065   1129.9886   874.8207
1873.25  108     41.1097    204.9151      2.9327     75.4964      3.8094   1129.9921   874.8200
1873.25  109     40.8735    204.8626      2.9396     75.5843      3.8127   1129.9969   874.8193
1873.25  110     40.6727    204.8186      2.9468     75.6634      3.8161   1130.0013   874.8185
1873.25  111     40.4786    204.7764      2.9550     75.7420      3.8201   1130.0060   874.8178
1873.25  112     40.3966    204.7635      2.9681     75.7983      3.8265   1130.0099   874.8173
1873.25  113     40.2625    204.7376      2.9690     75.8687      3.8269   1130.0137   874.8168
1873.25  114     40.2043    204.7322      2.9699     75.9267      3.8273   1130.0171   874.8161
1873.25  115     40.1316    204.7236      2.9709     75.9903      3.8278   1130.0210   874.8156
1873.25  116     40.0869    204.7212      2.9719     76.0432      3.8282   1130.0239   874.8151
1873.25  117     40.0814    204.7286      2.9727     76.0852      3.8286   1130.0264   874.8146
1873.25  118     40.0991    204.7421      2.9736     76.1218      3.8290   1130.0288   874.8144
1873.25  119     40.1509    204.7646      2.9744     76.1518      3.8294   1130.0313   874.8141
1873.25  120     40.1948    204.7854      2.9754     76.1846      3.8298   1130.0337   874.8139
1873.25  121     40.2377    204.8062      2.9764     76.2188      3.8302   1130.0361   874.8137
1873.33  122     40.2802    204.8268      2.9773     76.2524      3.8307   1130.0386   874.8134
1873.33  123     40.3357    204.8512      2.9784     76.2847      3.8311   1130.0410   874.8132
1873.33  124     40.4058    204.8800      2.9795     76.3160      3.8316   1130.0435   874.8129
1873.33  125     40.4860    204.9120      2.9807     76.3476      3.8320   1130.0459   874.8127
1873.33  126     40.5751    204.9470      2.9819     76.3799      3.8325   1130.0483   874.8124
1873.33  127     40.6728    204.9850      2.9832     76.4133      3.8331   1130.0513   874.8122
1873.33  128     40.7702    205.0231      2.9845     76.4470      3.8336   1130.0537   874.8120
1873.33  129     40.8433    205.0538      2.9858     76.4815      3.8341   1130.0562   874.8117
1873.33  130     40.9118    205.0819      2.9869     76.5101      3.8345   1130.0586   874.8115
1873.33  131     40.9846    205.1106      2.9880     76.5360      3.8349   1130.0605   874.8112
1873.33  132     41.0550    205.1389      2.9891     76.5627      3.8353   1130.0625   874.8110
1873.33  133     41.1273    205.1676      2.9902     76.5884      3.8357   1130.0640   874.8107
1873.33  134     41.2000    205.1961      2.9913     76.6127      3.8361   1130.0654   874.8107
1873.33  135     41.2729    205.2246      2.9923     76.6362      3.8365   1130.0669   874.8107
1873.33  136     41.3466    205.2531      2.9933     76.6588      3.8368   1130.0688   874.8107
1873.33  137     41.4218    205.2820      2.9943     76.6810      3.8372   1130.0703   874.8107
1873.33  138     41.4966    205.3110      2.9954     76.7042      3.8375   1130.0723   874.8107
1873.33  139     41.5710    205.3405      2.9965     76.7295      3.8379   1130.0737   874.8107
1873.33  140     41.6480    205.3713      2.9978     76.7565      3.8384   1130.0757   874.8105
1873.33  141     41.7296    205.4041      2.9992     76.7857      3.8388   1130.0776   874.8102
1873.33  142     41.8185    205.4400      3.0007     76.8174      3.8394   1130.0801   874.8100
1873.33  143     41.9179    205.4819      3.0024     76.8510      3.8399   1130.0829   874.8098
1873.33  144     42.0351    205.5337      3.0041     76.8868      3.8405   1130.0853   874.8095
1873.33  145     42.1670    205.5941      3.0060     76.9243      3.8411   1130.0883   874.8093
1873.33  146     42.3082    205.6606      3.0080     76.9629      3.8417   1130.0907   874.8090
1873.33  147     42.4544    205.7309      3.0099     77.0021      3.8423   1130.0941   874.8088
1873.33  148     42.5991    205.8042      3.0120     77.0431      3.8429   1130.0966   874.8085
1873.33  149     42.7530    205.8822      3.0141     77.0836      3.8435   1130.1005   874.8083
1873.33  150     42.9152    205.9661      3.0162     77.1246      3.8442   1130.1034   874.8080
1873.33  151     42.8908    206.0147      3.0184     77.2072      3.8448   1130.1097   874.8073
1873.33  152     43.0423    206.1075      3.0206     77.2511      3.8455   1130.1132   874.8071
1873.42  153     43.1837    206.1858      3.0229     77.2983      3.8461   1130.1162   874.8066
1873.42  154     43.3224    206.2604      3.0252     77.3419      3.8468   1130.1201   874.8063
1873.42  155     43.4543    206.3318      3.0275     77.3844      3.8474   1130.1235   874.8061
1873.42  156     43.5761    206.3987      3.0298     77.4260      3.8481   1130.1270   874.8058
1873.42  157     43.4683    206.4147      3.1665     77.5168      3.8879   1130.1434   874.8051
1873.42  158     43.3139    206.4259      3.1903     77.6192      3.8955   1130.1532   874.8041
1873.42  159     43.3490    206.4847      3.1924     77.6799      3.8962   1130.1576   874.8036
1873.42  160     43.1303    206.4811      3.1945     77.7944      3.8969   1130.1669   874.8027
1873.42  161     43.2128    206.5488      3.1966     77.8406      3.8975   1130.1713   874.8022
1873.42  162     43.3126    206.6211      3.1987     77.8827      3.8982   1130.1752   874.8019
1873.42  163     43.4220    206.6991      3.2009     77.9244      3.8989   1130.1786   874.8017
1873.42  164     43.5354    206.7801      3.2031     77.9659      3.8995   1130.1820   874.8015
1873.42  165     43.6563    206.8691      3.2057     78.0090      3.9003   1130.1854   874.8012
1873.42  166     43.7950    206.9705      3.2084     78.0525      3.9011   1130.1893   874.8010
1873.42  167     43.9374    207.0757      3.2111     78.0963      3.9019   1130.1937   874.8007
1873.42  168     44.0772    207.1811      3.2138     78.1405      3.9027   1130.1976   874.8005
1873.42  169     44.2075    207.2810      3.2166     78.1842      3.9035   1130.2020   874.8002
1873.42  170     44.3297    207.3766      3.2193     78.2276      3.9043   1130.2059   874.8000
1873.42  171     44.3812    207.4620      3.2219     78.2878      3.9050   1130.2103   874.7995
1873.42  172     44.4956    207.5626      3.2244     78.3337      3.9057   1130.2147   874.7993
1873.42  173     44.6074    207.6597      3.2270     78.3782      3.9064   1130.2186   874.7990
1873.42  174     44.7204    207.7574      3.2296     78.4222      3.9071   1130.2230   874.7988
1873.42  175     44.8423    207.8624      3.2323     78.4668      3.9078   1130.2274   874.7985
1873.42  176     44.9769    207.9781      3.2351     78.5125      3.9085   1130.2318   874.7983
1873.42  177     45.1270    208.1062      3.2381     78.5592      3.9093   1130.2362   874.7980
1873.42  178     45.2759    208.2357      3.2411     78.6069      3.9101   1130.2406   874.7978
1873.42  179     45.4230    208.3653      3.2442     78.6550      3.9109   1130.2450   874.7975
1873.42  180     43.9642    208.1026      3.4230     79.0543      3.9590   1130.2939   874.7946
1873.42  181     42.5648    207.8359      3.5780     79.4214      4.0082   1130.3407   874.7917
1873.42  182     41.4829    207.6282      3.6380     79.7031      4.0296   1130.3699   874.7895
1873.50  183     41.2217    207.6085      3.6643     79.8144      4.0395   1130.3787   874.7885
1873.50  184     41.1793    207.6523      3.6664     79.8866      4.0402   1130.3840   874.7878
1873.50  185     41.3029    207.7415      3.6685     79.9272      4.0410   1130.3889   874.7873
1873.50  186     41.4509    207.8403      3.6707     79.9643      4.0418   1130.3938   874.7870
1873.50  187     41.6156    207.9503      3.6729     80.0014      4.0426   1130.3987   874.7868
1873.50  188     41.7863    208.0661      3.6753     80.0389      4.0434   1130.4041   874.7866
1873.50  189     41.9572    208.1831      3.6776     80.0764      4.0443   1130.4094   874.7863
1873.50  190     41.9947    208.2690      3.8185     80.1396      4.0956   1130.4290   874.7858
1873.50  191     42.1406    208.3842      3.8207     80.1815      4.0965   1130.4338   874.7853
1873.50  192     42.2992    208.5021      3.8228     80.2200      4.0973   1130.4392   874.7851
1873.50  193     42.4641    208.6241      3.8250     80.2583      4.0982   1130.4446   874.7849
1873.50  194     42.6266    208.7464      3.8277     80.2970      4.0992   1130.4500   874.7846
1873.50  195     42.7844    208.8683      3.8304     80.3368      4.1002   1130.4553   874.7844
1873.50  196     42.9401    208.9905      3.8332     80.3770      4.1012   1130.4612   874.7841
1873.50  197     42.8736    209.0583      3.8357     80.4613      4.1021   1130.4724   874.7834
1873.50  198     43.0144    209.1787      3.8382     80.5042      4.1030   1130.4778   874.7829
1873.50  199     43.0638    209.2776      3.8407     80.5652      4.1039   1130.4861   874.7822
1873.50  200     43.2064    209.4006      3.8433     80.6076      4.1048   1130.4919   874.7817
1873.50  201     43.2637    209.5033      3.8459     80.6669      4.1057   1130.5002   874.7809
1873.50  202     43.1438    209.5610      3.8485     80.7617      4.1065   1130.5134   874.7800
1873.50  203     42.1212    209.3838      4.0039     81.0324      4.1615   1130.5625   874.7775
1873.50  204     41.7630    209.3722      4.0388     81.1672      4.1752   1130.5803   874.7763
1873.50  205     41.6188    209.4110      4.0410     81.2577      4.1761   1130.5901   874.7753
1873.50  206     41.7374    209.5197      4.0433     81.2991      4.1770   1130.5955   874.7748
1873.50  207     41.8814    209.6404      4.0459     81.3381      4.1780   1130.6018   874.7744
1873.50  208     42.0365    209.7661      4.0486     81.3758      4.1790   1130.6077   874.7741
1873.50  209     42.1885    209.8884      4.0513     81.4126      4.1800   1130.6135   874.7739
1873.50  210     42.3245    210.0025      4.0542     81.4502      4.1811   1130.6194   874.7736
1873.50  211     42.4717    210.1226      4.0572     81.4870      4.1821   1130.6254   874.7734
1873.50  212     42.6251    210.2470      4.0601     81.5236      4.1832   1130.6312   874.7731
1873.50  213     42.7813    210.3748      4.0631     81.5608      4.1843   1130.6371   874.7729
1873.58  214     42.9573    210.4874      4.0662     81.5983      4.1853   1130.6438   874.7726
1873.58  215     43.1309    210.6009      4.0693     81.6363      4.1864   1130.6501   874.7724
1873.58  216     43.3024    210.7152      4.0724     81.6746      4.1874   1130.6565   874.7722
1873.58  217     43.4645    210.8254      4.0755     81.7131      4.1885   1130.6633   874.7719
1873.58  218     43.6243    210.9359      4.0785     81.7518      4.1894   1130.6697   874.7717
1873.58  219     43.6745    211.0245      4.0813     81.8110      4.1904   1130.6785   874.7709
1873.58  220     43.8092    211.1309      4.0871     81.8513      4.1922   1130.6853   874.7707
1873.58  221     43.9457    211.2375      4.0904     81.8905      4.1933   1130.6921   874.7704
1873.58  222     44.0866    211.3481      4.0938     81.9298      4.1943   1130.6985   874.7702
1873.58  223     44.2255    211.4584      4.0972     81.9693      4.1954   1130.7043   874.7700
1873.58  224     44.3411    211.5619      4.1001     82.0120      4.1963   1130.7112   874.7697
1873.58  225     44.4768    211.6729      4.1031     82.0516      4.1972   1130.7175   874.7695
1873.58  226     41.3990    210.9564      4.2805     82.7049      4.2536   1130.8380   874.7641
1873.58  227     39.1088    210.3949      4.4389     83.1531      4.3122   1130.9177   874.7599
1873.58  228     37.5369    209.9974      4.4992     83.4447      4.3373   1130.9503   874.7568
1873.58  229     36.7601    209.8123      4.5436     83.5997      4.3566   1130.9720   874.7551
1873.58  230     36.1134    209.6593      4.5887     83.7292      4.3769   1131.0032   874.7531
1873.58  231     35.2266    209.4268      4.6498     83.8816      4.4058   1131.0458   874.7512
1873.58  232     34.7559    209.3096      4.6829     83.9711      4.4223   1131.0677   874.7497
1873.58  233     34.6960    209.3265      4.7036     84.0142      4.4328   1131.0804   874.7487
1873.58  234     33.5749    209.0159      4.8221     84.1776      4.4968   1131.1482   874.7460
1873.58  235     32.4809    208.7036      4.9255     84.3209      4.5627   1131.2133   874.7431
1873.58  236     31.4592    208.3931      4.9651     84.4368      4.5913   1131.2491   874.7402
1873.58  237     30.4739    208.0788      5.0451     84.5318      4.6552   1131.2588   874.7372
1873.58  238     29.5387    207.7672      5.0756     84.6068      4.6830   1131.2616   874.7346
1873.58  239     28.6577    207.4660      5.1030     84.6643      4.7091   1131.2640   874.7316
1873.58  240     27.8618    207.1841      5.1284     84.7034      4.7347   1131.2765   874.7289
1873.58  241     27.2076    206.9356      5.1491     84.7251      4.7563   1131.2936   874.7267
1873.58  242     26.6765    206.7280      5.1681     84.7357      4.7768   1131.3136   874.7245
1873.58  243     25.9140    206.4224      5.2206     84.7385      4.8388   1131.3223   874.7221
1873.58  244     25.1847    206.1182      5.2421     84.7278      4.8682   1131.3896   874.7197
1873.67  245     24.4838    205.8054      5.2615     84.7042      4.8965   1131.4569   874.7172
1873.67  246     23.8419    205.5067      5.2786     84.6707      4.9231   1131.5200   874.7148
1873.67  247     23.2530    205.2220      5.2932     84.6287      4.9469   1131.5796   874.7123
1873.67  248     22.7156    204.9529      5.3067     84.5789      4.9700   1131.6381   874.7101
1873.67  249     22.2422    204.7072      5.3195     84.5237      4.9928   1131.6936   874.7082
1873.67  250     21.8713    204.5048      5.3304     84.4697      5.0130   1131.7412   874.7065
1873.67  251     21.6187    204.3564      5.3397     84.4220      5.0304   1131.7813   874.7048
1873.67  252     21.4553    204.2516      5.3486     84.3775      5.0474   1131.8169   874.7033
1873.67  253     21.2938    204.1491      5.3584     84.3286      5.0663   1131.8545   874.7018
1873.67  254     21.1647    204.0634      5.3680     84.2807      5.0850   1131.8901   874.7004
1873.67  255     21.0699    203.9924      5.3759     84.2417      5.1004   1131.9185   874.6994
1873.67  256     20.8267    203.8469      5.3872     84.1853      5.1227   1131.9595   874.6979
1873.67  257     20.2870    203.5501      5.4155     84.0901      5.1856   1132.0281   874.6953
1873.67  258     19.7790    203.2608      5.4361     83.9898      5.2466   1132.0941   874.6928
1873.67  259     19.3095    202.9811      5.4436     83.8866      5.2750   1132.1504   874.6904
1873.67  260     18.8839    202.7157      5.4499     83.7835      5.3012   1132.2028   874.6882
1873.67  261     18.4679    202.4470      5.4557     83.6727      5.3275   1132.2555   874.6857
1873.67  262     18.1025    202.1996      5.4608     83.5667      5.3529   1132.3035   874.6838
1873.67  263     17.8020    201.9842      5.4649     83.4705      5.3747   1132.3445   874.6821
1873.67  264     17.5241    201.7795      5.4716     83.3756      5.4172   1132.3873   874.6801
1873.67  265     17.2629    201.5801      5.4741     83.2802      5.4376   1132.4240   874.6784
1873.67  266     17.0183    201.3866      5.4763     83.1849      5.4569   1132.4589   874.6767
1873.67  267     16.7324    201.1629      5.4788     83.0733      5.4798   1132.4990   874.6747
1873.67  268     16.4607    200.9445      5.4810     82.9608      5.5023   1132.5369   874.6728
1873.67  269     16.2772    200.7799      5.4826     82.8709      5.5199   1132.5664   874.6713
1873.67  270     16.1183    200.6283      5.4841     82.7855      5.5363   1132.5928   874.6699
1873.67  271     15.9713    200.4822      5.4855     82.7015      5.5519   1132.6177   874.6686
1873.67  272     15.8129    200.3260      5.4870     82.6120      5.5679   1132.6437   874.6672
1873.67  273     15.6666    200.1754      5.4884     82.5240      5.5832   1132.6683   874.6657
1873.67  274     15.4887    200.0005      5.4901     82.4231      5.6003   1132.6962   874.6642
1873.75  275     15.2899    199.8028      5.4917     82.3107      5.6184   1132.7260   874.6625
1873.75  276     15.0953    199.6032      5.4934     82.1939      5.6369   1132.7560   874.6606
1873.75  277     14.9188    199.4128      5.4950     82.0792      5.6556   1132.7848   874.6589
1873.75  278     14.7752    199.2470      5.4966     81.9780      5.6740   1132.8115   874.6574
1873.75  279     14.6778    199.1142      5.4978     81.8927      5.6885   1132.8322   874.6562
1873.75  280     14.6091    199.0011      5.4988     81.8164      5.7010   1132.8503   874.6550
1873.75  281     14.5353    198.8829      5.5000     81.7370      5.7138   1132.8689   874.6537
1873.75  282     14.4728    198.7715      5.5013     81.6599      5.7262   1132.8870   874.6525
1873.75  283     14.4070    198.6549      5.5027     81.5780      5.7398   1132.9065   874.6516
1873.75  284     14.3622    198.5534      5.5042     81.5034      5.7527   1132.9246   874.6503
1873.75  285     14.3025    198.4406      5.5059     81.4230      5.7672   1132.9440   874.6491
1873.75  286     14.2633    198.3442      5.5074     81.3515      5.7800   1132.9611   874.6481
1873.75  287     14.2710    198.2834      5.5086     81.2981      5.7896   1132.9738   874.6472
1873.75  288     14.3091    198.2440      5.5098     81.2547      5.7975   1132.9840   874.6464
1873.75  289     14.3122    198.1799      5.5115     81.2001      5.8082   1132.9977   874.6454
1873.75  290     14.3163    198.1163      5.5131     81.1458      5.8182   1133.0114   874.6445
1873.75  291     14.2445    198.0005      5.5168     81.0672      5.8400   1133.0322   874.6432
1873.75  292     14.2221    197.9203      5.5201     81.0046      5.8617   1133.0482   874.6423
1873.75  293     14.2011    197.8411      5.5217     80.9423      5.8724   1133.0612   874.6413
1873.75  294     14.2067    197.7795      5.5232     80.8874      5.8818   1133.0709   874.6403
1873.75  295     14.2128    197.7182      5.5248     80.8329      5.8912   1133.0812   874.6393
1873.75  296     14.2045    197.6470      5.5266     80.7747      5.9012   1133.0916   874.6386
1873.75  297     14.2141    197.5877      5.5283     80.7213      5.9105   1133.1023   874.6376
1873.75  298     14.2363    197.5371      5.5301     80.6715      5.9192   1133.1125   874.6367
1873.75  299     14.2692    197.4935      5.5319     80.6246      5.9274   1133.1208   874.6362
1873.75  300     14.3157    197.4587      5.5337     80.5810      5.9351   1133.1285   874.6354
1873.75  301     14.3718    197.4300      5.5355     80.5399      5.9424   1133.1364   874.6347
1873.75  302     14.4553    197.4184      5.5371     80.5046      5.9487   1133.1432   874.6345
1873.75  303     14.5466    197.4118      5.5388     80.4712      5.9547   1133.1490   874.6340
1873.75  304     14.6514    197.4136      5.5404     80.4405      5.9603   1133.1539   874.6332
1873.75  305     14.7370    197.4047      5.5424     80.4072      5.9664   1133.1598   874.6328
1873.83  306     14.7913    197.3740      5.5448     80.3669      5.9738   1133.1671   874.6320
1873.83  307     14.8483    197.3453      5.5474     80.3276      5.9811   1133.1744   874.6313
1873.83  308     14.9330    197.3333      5.5497     80.2937      5.9874   1133.1808   874.6310
1873.83  309     14.9856    197.3029      5.5525     80.2548      5.9947   1133.1880   874.6303
1873.83  310     15.0248    197.2647      5.5555     80.2136      6.0025   1133.1958   874.6296
1873.83  311     15.0731    197.2324      5.5585     80.1747      6.0099   1133.2036   874.6288
1873.83  312     15.1290    197.2048      5.5615     80.1377      6.0170   1133.2104   874.6281
1873.83  313     15.1637    197.1649      5.5650     80.0970      6.0252   1133.2192   874.6276
1873.83  314     15.1530    197.0947      5.5724     80.0444      6.0422   1133.2324   874.6266
1873.83  315     15.1924    197.0573      5.5758     80.0046      6.0502   1133.2402   874.6259
1873.83  316     15.2588    197.0360      5.5790     79.9699      6.0573   1133.2476   874.6252
1873.83  317     15.3607    197.0354      5.5817     79.9410      6.0632   1133.2539   874.6245
1873.83  318     15.4234    197.0115      5.5846     79.9038      6.0695   1133.2622   874.6237
1873.83  319     15.5077    197.0030      5.5877     79.8733      6.0759   1133.2686   874.6235
1873.83  320     15.6011    197.0001      5.5908     79.8446      6.0821   1133.2739   874.6230
1873.83  321     15.7153    197.0093      5.5940     79.8191      6.0876   1133.2788   874.6223
1873.83  322     15.8574    197.0344      5.5971     79.7972      6.0924   1133.2827   874.6218
1873.83  323     15.9976    197.0592      5.6006     79.7757      6.0973   1133.2866   874.6213
1873.83  324     16.1681    197.1011      5.6039     79.7575      6.1014   1133.2905   874.6208
1873.83  325     16.3216    197.1347      5.6078     79.7383      6.1059   1133.2944   874.6203
1873.83  326     16.4614    197.1616      5.6123     79.7184      6.1108   1133.2993   874.6201
1873.83  327     16.6423    197.2113      5.6163     79.7025      6.1148   1133.3037   874.6198
1873.83  328     16.7982    197.2483      5.6210     79.6850      6.1192   1133.3076   874.6193
1873.83  329     16.9219    197.2688      5.6269     79.6653      6.1244   1133.3120   874.6188
1873.83  330     17.0623    197.2987      5.6327     79.6474      6.1292   1133.3164   874.6186
1873.83  331     17.2335    197.3458      5.6379     79.6324      6.1334   1133.3203   874.6181
1873.83  332     17.4008    197.3915      5.6434     79.6176      6.1376   1133.3247   874.6176
1873.83  333     17.5563    197.4318      5.6495     79.6025      6.1420   1133.3286   874.6171
1873.83  334     17.7227    197.4786      5.6556     79.5886      6.1462   1133.3325   874.6166
1873.83  335     17.8873    197.5251      5.6619     79.5750      6.1504   1133.3368   874.6161
1873.92  336     18.0308    197.5598      5.6688     79.5612      6.1548   1133.3407   874.6157
1873.92  337     18.1860    197.6012      5.6755     79.5485      6.1589   1133.3446   874.6152
1873.92  338     18.3862    197.6674      5.6802     79.5402      6.1617   1133.3470   874.6149
1873.92  339     18.6041    197.7445      5.6836     79.5347      6.1637   1133.3485   874.6147
1873.92  340     18.8186    197.8205      5.6872     79.5292      6.1657   1133.3505   874.6144
1873.92  341     19.0141    197.8873      5.6925     79.5217      6.1686   1133.3534   874.6142
1873.92  342     19.1981    197.9487      5.6989     79.5134      6.1719   1133.3563   874.6140
1873.92  343     19.3930    198.0167      5.7044     79.5067      6.1747   1133.3593   874.6137
1873.92  344     19.6007    198.0923      5.7089     79.5017      6.1769   1133.3612   874.6137
1873.92  345     19.8149    198.1723      5.7128     79.4977      6.1788   1133.3636   874.6135
1873.92  346     20.0198    198.2484      5.7175     79.4932      6.1811   1133.3661   874.6135
1873.92  347     20.2221    198.3240      5.7226     79.4887      6.1834   1133.3685   874.6135
1873.92  348     20.4227    198.3996      5.7279     79.4844      6.1857   1133.3705   874.6135
1873.92  349     20.6227    198.4757      5.7332     79.4804      6.1881   1133.3729   874.6135
1873.92  350     20.8290    198.5557      5.7380     79.4772      6.1901   1133.3754   874.6132
1873.92  351     21.0369    198.6375      5.7426     79.4744      6.1920   1133.3768   874.6130
1873.92  352     21.2410    198.7183      5.7476     79.4716      6.1940   1133.3788   874.6127
1873.92  353     21.4340    198.7944      5.7537     79.4685      6.1965   1133.3807   874.6127
1873.92  354     21.6201    198.8680      5.7606     79.4653      6.1992   1133.3832   874.6125
1873.92  355     21.8253    198.9514      5.7655     79.4633      6.2011   1133.3856   874.6122
1873.92  356     22.0472    199.0436      5.7686     79.4622      6.2023   1133.3866   874.6120
1873.92  357     22.2760    199.1399      5.7710     79.4615      6.2031   1133.3876   874.6118
1873.92  358     22.5026    199.2360      5.7735     79.4609      6.2041   1133.3885   874.6115
1873.92  359     22.7144    199.3262      5.7777     79.4600      6.2056   1133.3905   874.6113
1873.92  360     22.9205    199.4147      5.7824     79.4592      6.2072   1133.3920   874.6110
1873.92  361     23.1227    199.5023      5.7876     79.4585      6.2090   1133.3939   874.6108
1873.92  362     23.3222    199.5895      5.7931     79.4580      6.2109   1133.3959   874.6105
1873.92  363     23.5196    199.6764      5.7988     79.4577      6.2128   1133.3973   874.6103
